rank,song_name,week,main_artist_name
11,I Hate U I Love U,2016-11-05,gnash
12,Cheap Thrills,2016-11-05,sia
13,Juju On That Beat (TZ Anthem),2016-11-05,zay hilfigerrr
14,Gold,2016-11-05,kiiara
15,Don't Let Me Down,2016-11-05,the chainsmokers
16,Ride,2016-11-05,twenty one pilots
17,This Is What You Came For,2016-11-05,calvin harris
18,Starving,2016-11-05,hailee steinfeld
19,Can't Stop The Feeling!,2016-11-05,justin timberlake
20,Luv,2016-11-05,tory lanez
21,OOOUUU,2016-11-05,young m.a
22,Black Beatles,2016-11-05,rae sremmurd
23,One Dance,2016-11-05,drake
24,Send My Love (To Your New Lover),2016-11-05,adele
25,The Greatest,2016-11-05,sia
26,Needed Me,2016-11-05,rihanna
27,Sucker For Pain,2016-11-05,lil wayne
28,Too Good,2016-11-05,drake
29,We Don't Talk Anymore,2016-11-05,charlie puth
30,Unsteady,2016-11-05,x ambassadors
31,Hymn For The Weekend,2016-11-05,coldplay
32,Caroline,2016-11-05,amine
33,"Sit Still, Look Pretty",2016-11-05,daya
34,Tiimmy Turner,2016-11-05,desiigner
35,My Way,2016-11-05,calvin harris
36,Scars To Your Beautiful,2016-11-05,alessia cara
37,Setting The World On Fire,2016-11-05,kenny chesney
38,Panda,2016-11-05,desiigner
39,Chill Bill,2016-11-05,rob $tone
40,Blue Ain't Your Color,2016-11-05,keith urban
41,Into You,2016-11-05,ariana grande
42,In The Name Of Love,2016-11-05,martin garrix
43,No Problem,2016-11-05,chance the rapper
44,All We Know,2016-11-05,the chainsmokers
45,Controlla,2016-11-05,drake
46,Middle Of A Memory,2016-11-05,cole swindell
47,For Free,2016-11-05,dj khaled
48,No Limit,2016-11-05,usher
49,Work From Home,2016-11-05,fifth harmony
50,May We All,2016-11-05,florida georgia line
51,Pick Up The Phone,2016-11-05,young thug
52,1 Night,2016-11-05,lil yachty
53,Move,2016-11-05,luke bryan
54,X,2016-11-05,21 savage
55,Do You Mind,2016-11-05,dj khaled
56,I Know Somebody,2016-11-05,locash
57,A Little More Summertime,2016-11-05,jason aldean
58,Money Longer,2016-11-05,lil uzi vert
59,All Time Low,2016-11-05,jon bellion
60,Come And See Me,2016-11-05,partynextdoor
61,Sleep Without You,2016-11-05,brett young
62,It Don't Hurt Like It Used To,2016-11-05,billy currington
63,Too Much Sauce,2016-11-05,dj esco
64,Fade,2016-11-05,kanye west
65,This Town,2016-11-05,niall horan
66,Vice,2016-11-05,miranda lambert
67,HandClap,2016-11-05,fitz
68,False Alarm,2016-11-05,the weeknd
69,Song For Another Time,2016-11-05,old dominion
70,Key To The Streets,2016-11-05,yfn lucci
71,You Was Right,2016-11-05,lil uzi vert
72,Blow Your Mind (Mwah),2016-11-05,dua lipa
73,Dirty Laundry,2016-11-05,carrie underwood
74,Fresh Eyes,2016-11-05,andy grammer
75,This Girl,2016-11-05,kungs vs cookin' on 3 burners
76,Wanna Be That Song,2016-11-05,brett eldredge
77,Wishing,2016-11-05,dj drama
78,Capsize,2016-11-05,frenship
79,All Eyez,2016-11-05,the game
80,Bad Things,2016-11-05,machine gun kelly
81,"Wat U Mean (Aye, Aye, Aye)",2016-11-05,dae dae
82,Hold Up,2016-11-05,beyonce
83,Different For Girls,2016-11-05,dierks bentley
84,Mercy,2016-11-05,shawn mendes
85,Ain't My Fault,2016-11-05,zara larsson
86,THat Part,2016-11-05,schoolboy q
87,CRZY,2016-11-05,kehlani
88,Why You Always Hatin?,2016-11-05,yg
89,All In My Head (Flex),2016-11-05,fifth harmony
90,Gangsta,2016-11-05,kehlani
91,Rock On,2016-11-05,tucker beathard
92,You & Me,2016-11-05,marc e. bassy
93,Alone,2016-11-05,marshmello
94,I Met A Girl,2016-11-05,william michael morgan
95,80s Mercedes,2016-11-05,maren morris
96,I Got The Keys,2016-11-05,dj khaled
97,Lockjaw,2016-11-05,french montana
98,My Sh*t,2016-11-05,a boogie wit da hoodie
99,How I'll Always Be,2016-11-05,tim mcgraw
100,Goosebumps,2016-11-05,travis scott
1,Closer,2016-11-12,the chainsmokers
2,Starboy,2016-11-12,the weeknd
3,Heathens,2016-11-12,twenty one pilots
4,Let Me Love You,2016-11-12,dj snake
5,Broccoli,2016-11-12,d.r.a.m.
6,24K Magic,2016-11-12,bruno mars
7,Side To Side,2016-11-12,ariana grande
8,Cold Water,2016-11-12,major lazer
9,Juju On That Beat (TZ Anthem),2016-11-12,zay hilfigerrr
10,I Hate U I Love U,2016-11-12,gnash
11,Treat You Better,2016-11-12,shawn mendes
12,Cheap Thrills,2016-11-12,sia
13,Don't Wanna Know,2016-11-12,maroon 5
14,Starving,2016-11-12,hailee steinfeld
15,Gold,2016-11-12,kiiara
16,Black Beatles,2016-11-12,rae sremmurd
17,Don't Let Me Down,2016-11-12,the chainsmokers
18,This Is What You Came For,2016-11-12,calvin harris
19,The Greatest,2016-11-12,sia
20,Ride,2016-11-12,twenty one pilots
21,Can't Stop The Feeling!,2016-11-12,justin timberlake
22,OOOUUU,2016-11-12,young m.a
23,One Dance,2016-11-12,drake
24,Fake Love,2016-11-12,drake
25,Caroline,2016-11-12,amine
26,Send My Love (To Your New Lover),2016-11-12,adele
27,Unsteady,2016-11-12,x ambassadors
28,Needed Me,2016-11-12,rihanna
29,Luv,2016-11-12,tory lanez
30,Scars To Your Beautiful,2016-11-12,alessia cara
31,Sucker For Pain,2016-11-12,lil wayne
32,Hallelujah,2016-11-12,pentatonix
33,Too Good,2016-11-12,drake
34,"Sit Still, Look Pretty",2016-11-12,daya
35,We Don't Talk Anymore,2016-11-12,charlie puth
36,Hymn For The Weekend,2016-11-12,coldplay
37,Tiimmy Turner,2016-11-12,desiigner
38,Sneakin',2016-11-12,drake
39,Setting The World On Fire,2016-11-12,kenny chesney
40,Chill Bill,2016-11-12,rob $tone
41,My Way,2016-11-12,calvin harris
42,Blue Ain't Your Color,2016-11-12,keith urban
43,Panda,2016-11-12,desiigner
44,In The Name Of Love,2016-11-12,martin garrix
45,Into You,2016-11-12,ariana grande
46,No Problem,2016-11-12,chance the rapper
47,May We All,2016-11-12,florida georgia line
48,Middle Of A Memory,2016-11-12,cole swindell
49,Controlla,2016-11-12,drake
50,X,2016-11-12,21 savage
51,Move,2016-11-12,luke bryan
52,Do You Mind,2016-11-12,dj khaled
53,1 Night,2016-11-12,lil yachty
54,Pick Up The Phone,2016-11-12,young thug
55,All We Know,2016-11-12,the chainsmokers
56,No Limit,2016-11-12,usher
57,Million Reasons,2016-11-12,lady gaga
58,All Time Low,2016-11-12,jon bellion
59,I Know Somebody,2016-11-12,locash
60,A Little More Summertime,2016-11-12,jason aldean
61,Come And See Me,2016-11-12,partynextdoor
62,Sleep Without You,2016-11-12,brett young
63,Money Longer,2016-11-12,lil uzi vert
64,Too Much Sauce,2016-11-12,dj esco
65,Fade,2016-11-12,kanye west
66,A-YO,2016-11-12,lady gaga
67,Vice,2016-11-12,miranda lambert
68,This Town,2016-11-12,niall horan
69,Shout Out To My Ex,2016-11-12,little mix
70,You Was Right,2016-11-12,lil uzi vert
71,It Don't Hurt Like It Used To,2016-11-12,billy currington
72,Song For Another Time,2016-11-12,old dominion
73,Key To The Streets,2016-11-12,yfn lucci
74,Fresh Eyes,2016-11-12,andy grammer
75,HandClap,2016-11-12,fitz
76,Wanna Be That Song,2016-11-12,brett eldredge
77,Dirty Laundry,2016-11-12,carrie underwood
78,Perfect Illusion,2016-11-12,lady gaga
79,Say It,2016-11-12,flume
80,Love On The Brain,2016-11-12,rihanna
81,Capsize,2016-11-12,frenship
82,Wishing,2016-11-12,dj drama
83,Mercy,2016-11-12,shawn mendes
84,All Eyez,2016-11-12,the game
85,No Heart,2016-11-12,21 savage
86,Ain't My Fault,2016-11-12,zara larsson
87,"Wat U Mean (Aye, Aye, Aye)",2016-11-12,dae dae
88,This Girl,2016-11-12,kungs vs cookin' on 3 burners
89,How I'll Always Be,2016-11-12,tim mcgraw
90,Hold Up,2016-11-12,beyonce
91,Why You Always Hatin?,2016-11-12,yg
92,My Sh*t,2016-11-12,a boogie wit da hoodie
93,80s Mercedes,2016-11-12,maren morris
94,CRZY,2016-11-12,kehlani
95,Greenlight,2016-11-12,pitbull
96,Lockjaw,2016-11-12,french montana
97,You & Me,2016-11-12,marc e. bassy
98,Goosebumps,2016-11-12,travis scott
99,What They Want,2016-11-12,russ
100,Say You Won't Let Go,2016-11-12,james arthur
1,Closer,2016-11-19,the chainsmokers
2,Starboy,2016-11-19,the weeknd
3,Heathens,2016-11-19,twenty one pilots
4,Let Me Love You,2016-11-19,dj snake
5,Broccoli,2016-11-19,d.r.a.m.
6,Side To Side,2016-11-19,ariana grande
7,24K Magic,2016-11-19,bruno mars
8,Juju On That Beat (TZ Anthem),2016-11-19,zay hilfigerrr
9,Black Beatles,2016-11-19,rae sremmurd
10,Fake Love,2016-11-19,drake
11,Don't Wanna Know,2016-11-19,maroon 5
12,Cold Water,2016-11-19,major lazer
13,I Hate U I Love U,2016-11-19,gnash
14,Treat You Better,2016-11-19,shawn mendes
15,Cheap Thrills,2016-11-19,sia
16,Gold,2016-11-19,kiiara
17,Don't Let Me Down,2016-11-19,the chainsmokers
18,Starving,2016-11-19,hailee steinfeld
19,OOOUUU,2016-11-19,young m.a
20,The Greatest,2016-11-19,sia
21,Caroline,2016-11-19,amine
22,Can't Stop The Feeling!,2016-11-19,justin timberlake
23,This Is What You Came For,2016-11-19,calvin harris
24,Scars To Your Beautiful,2016-11-19,alessia cara
25,Blue Ain't Your Color,2016-11-19,keith urban
26,Ride,2016-11-19,twenty one pilots
27,Unsteady,2016-11-19,x ambassadors
28,Sneakin',2016-11-19,drake
29,Setting The World On Fire,2016-11-19,kenny chesney
30,One Dance,2016-11-19,drake
31,Send My Love (To Your New Lover),2016-11-19,adele
32,Needed Me,2016-11-19,rihanna
33,Sucker For Pain,2016-11-19,lil wayne
34,Luv,2016-11-19,tory lanez
35,Chill Bill,2016-11-19,rob $tone
36,"Sit Still, Look Pretty",2016-11-19,daya
37,Too Good,2016-11-19,drake
38,Tiimmy Turner,2016-11-19,desiigner
39,In The Name Of Love,2016-11-19,martin garrix
40,May We All,2016-11-19,florida georgia line
41,Hymn For The Weekend,2016-11-19,coldplay
42,My Way,2016-11-19,calvin harris
43,Panda,2016-11-19,desiigner
44,We Don't Talk Anymore,2016-11-19,charlie puth
45,Do You Mind,2016-11-19,dj khaled
46,No Problem,2016-11-19,chance the rapper
47,X,2016-11-19,21 savage
48,Middle Of A Memory,2016-11-19,cole swindell
49,Litty,2016-11-19,meek mill
50,Move,2016-11-19,luke bryan
51,1 Night,2016-11-19,lil yachty
52,Pick Up The Phone,2016-11-19,young thug
53,All Time Low,2016-11-19,jon bellion
54,Better Man,2016-11-19,little big town
55,A Little More Summertime,2016-11-19,jason aldean
56,Sleep Without You,2016-11-19,brett young
57,Million Reasons,2016-11-19,lady gaga
58,Vice,2016-11-19,miranda lambert
59,All We Know,2016-11-19,the chainsmokers
60,Money Longer,2016-11-19,lil uzi vert
61,Too Much Sauce,2016-11-19,dj esco
62,No Limit,2016-11-19,usher
63,Come And See Me,2016-11-19,partynextdoor
64,Fade,2016-11-19,kanye west
65,This Town,2016-11-19,niall horan
66,Song For Another Time,2016-11-19,old dominion
67,You Was Right,2016-11-19,lil uzi vert
68,Froze,2016-11-19,meek mill
69,Dirty Laundry,2016-11-19,carrie underwood
